Product Id,Product type,Product Name,Cost,Sale Price,Transaction Id,Due Date,Product Quantity,Bid from,Bfrom,Bid to,BTo,City
13,Electronics,AC Motor,1800,2500,1248,2015-02-07,3,9,SR Engineering Company,8,Altran India,Pune
7,Electronics,Cutter,880,1470,1249,2015-02-07,3,3,Deccan Mechanical,9,SR Engineering Company,Pune
27,Mechanical,Saw Blades,110,180,1249,2015-02-07,3,3,Deccan Mechanical,9,SR Engineering Company,Pune
32,Mechanical,Iron Vice,110,180,1249,2015-02-07,1,3,Deccan Mechanical,9,SR Engineering Company,Pune
4,Electronics,Grinder,525,800,1249,2015-02-07,3,3,Deccan Mechanical,9,SR Engineering Company,Pune
30,Mechanical,Hammer,110,180,1252,2015-02-07,2,4,Ultra Engineering Corporation,3,Deccan Mechanical,Pune
9,Electronics,Adapter,70,125,1252,2015-02-07,2,4,Ultra Engineering Corporation,3,Deccan Mechanical,Pune
24,Mechanical,metal plates,110,180,1252,2015-02-07,1,4,Ultra Engineering Corporation,3,Deccan Mechanical,Pune
2,Electronics,Drilling machine,550,800,1252,2015-02-07,1,4,Ultra Engineering Corporation,3,Deccan Mechanical,Pune
14,Electronics,DC Motor,80,150,1254,2015-02-07,2,4,Ultra Engineering Corporation,9,SR Engineering Company,Pune
11,Electronics,Switch Board,130,200,1254,2015-02-07,1,4,Ultra Engineering Corporation,9,SR Engineering Company,Pune
1,Electronics,Wires and Cables,110,180,1254,2015-02-07,3,4,Ultra Engineering Corporation,9,SR Engineering Company,Pune
9,Electronics,Adapter,70,125,1254,2015-02-07,1,4,Ultra Engineering Corporation,9,SR Engineering Company,Pune
14,Electronics,DC Motor,80,150,1256,2015-02-07,2,4,Ultra Engineering Corporation,7,CADEM Engineering,Pune
18,Mechanical,Crimping,110,180,1256,2015-02-07,3,4,Ultra Engineering Corporation,7,CADEM Engineering,Pune
28,Mechanical,Circular Saw Blades,110,180,1256,2015-02-07,1,4,Ultra Engineering Corporation,7,CADEM Engineering,Pune
15,Electronics,Exhaust Fan,275,399,1256,2015-02-07,2,4,Ultra Engineering Corporation,7,CADEM Engineering,Pune
27,Mechanical,Saw Blades,110,180,1256,2015-02-07,2,4,Ultra Engineering Corporation,7,CADEM Engineering,Pune
1,Electronics,Wires and Cables,110,180,1256,2015-02-07,1,4,Ultra Engineering Corporation,7,CADEM Engineering,Pune
22,Mechanical,Screwdriver Kit,110,180,1256,2015-02-07,1,4,Ultra Engineering Corporation,7,CADEM Engineering,Pune
31,Mechanical,Spanner Set ,110,180,1256,2015-02-07,1,4,Ultra Engineering Corporation,7,CADEM Engineering,Pune
14,Electronics,DC Motor,80,150,1260,2015-02-07,1,3,Deccan Mechanical,4,Ultra Engineering Corporation,Pune
1,Electronics,Wires and Cables,110,180,1260,2015-02-07,3,3,Deccan Mechanical,4,Ultra Engineering Corporation,Pune
24,Mechanical,metal plates,110,180,1260,2015-02-07,1,3,Deccan Mechanical,4,Ultra Engineering Corporation,Pune
6,Electronics,Welding Machine,3500,6000,1260,2015-02-07,1,3,Deccan Mechanical,4,Ultra Engineering Corporation,Pune
25,Mechanical,boxes,110,180,1260,2015-02-07,2,3,Deccan Mechanical,4,Ultra Engineering Corporation,Pune
33,Mechanical,Pliers,110,180,1261,2015-02-07,2,2,Treknocom Engineering ,3,Deccan Mechanical,Pune
4,Electronics,Grinder,525,800,1261,2015-02-07,2,2,Treknocom Engineering ,3,Deccan Mechanical,Pune
29,Mechanical,Aluminum Ladder,110,180,1261,2015-02-07,3,2,Treknocom Engineering ,3,Deccan Mechanical,Pune
21,Mechanical,Screw,110,180,1261,2015-02-07,2,2,Treknocom Engineering ,3,Deccan Mechanical,Pune
25,Mechanical,boxes,110,180,1261,2015-02-07,2,2,Treknocom Engineering ,3,Deccan Mechanical,Pune
9,Electronics,Adapter,70,125,1261,2015-02-07,3,2,Treknocom Engineering ,3,Deccan Mechanical,Pune
15,Electronics,Exhaust Fan,275,399,1264,2015-02-07,2,1,Jvc Engineering Company,5,Premier Engineering,Pune
19,Mechanical,Nut bolts,110,180,1264,2015-02-07,2,1,Jvc Engineering Company,5,Premier Engineering,Pune
10,Electronics,Switch Box,105,170,1264,2015-02-07,1,1,Jvc Engineering Company,5,Premier Engineering,Pune
3,Electronics,Electric Soldering ,90,170,1264,2015-02-07,1,1,Jvc Engineering Company,5,Premier Engineering,Pune
28,Mechanical,Circular Saw Blades,110,180,1264,2015-02-07,1,1,Jvc Engineering Company,5,Premier Engineering,Pune
32,Mechanical,Iron Vice,110,180,1266,2015-02-07,1,1,Jvc Engineering Company,2,Treknocom Engineering ,Pune
30,Mechanical,Hammer,110,180,1266,2015-02-07,2,1,Jvc Engineering Company,2,Treknocom Engineering ,Pune
17,Mechanical,Socket,110,180,1266,2015-02-07,2,1,Jvc Engineering Company,2,Treknocom Engineering ,Pune
33,Mechanical,Pliers,110,180,1266,2015-02-07,2,1,Jvc Engineering Company,2,Treknocom Engineering ,Pune
19,Mechanical,Nut bolts,110,180,1266,2015-02-07,3,1,Jvc Engineering Company,2,Treknocom Engineering ,Pune
13,Electronics,AC Motor,1800,2500,1268,2015-02-07,3,8,Altran India,9,SR Engineering Company,Pune
1,Electronics,Wires and Cables,110,180,1268,2015-02-07,1,8,Altran India,9,SR Engineering Company,Pune
27,Mechanical,Saw Blades,110,180,1268,2015-02-07,3,8,Altran India,9,SR Engineering Company,Pune
3,Electronics,Electric Soldering ,90,170,1268,2015-02-07,2,8,Altran India,9,SR Engineering Company,Pune
10,Electronics,Switch Box,105,170,1270,2015-02-07,3,1,Jvc Engineering Company,6,Technomech,Pune
9,Electronics,Adapter,70,125,1270,2015-02-07,2,1,Jvc Engineering Company,6,Technomech,Pune
4,Electronics,Grinder,525,800,1272,2015-02-07,3,10,VCC Engineering Company,1,Jvc Engineering Company,Pune
32,Mechanical,Iron Vice,110,180,1272,2015-02-07,2,10,VCC Engineering Company,1,Jvc Engineering Company,Pune
13,Electronics,AC Motor,1800,2500,1275,2015-02-08,2,9,SR Engineering Company,6,Technomech,Pune
10,Electronics,Switch Box,105,170,1275,2015-02-08,1,9,SR Engineering Company,6,Technomech,Pune
19,Mechanical,Nut bolts,110,180,1275,2015-02-08,1,9,SR Engineering Company,6,Technomech,Pune
7,Electronics,Cutter,880,1470,1275,2015-02-08,1,9,SR Engineering Company,6,Technomech,Pune
34,Mechanical,Gear Box,110,180,1277,2015-02-08,2,2,Treknocom Engineering ,9,SR Engineering Company,Pune
24,Mechanical,metal plates,110,180,1277,2015-02-08,1,2,Treknocom Engineering ,9,SR Engineering Company,Pune
2,Electronics,Drilling machine,550,800,1277,2015-02-08,3,2,Treknocom Engineering ,9,SR Engineering Company,Pune
26,Mechanical,clips,110,180,1277,2015-02-08,1,2,Treknocom Engineering ,9,SR Engineering Company,Pune
8,Electronics,Regulator,70,90,1277,2015-02-08,2,2,Treknocom Engineering ,9,SR Engineering Company,Pune
29,Mechanical,Aluminum Ladder,110,180,1277,2015-02-08,1,2,Treknocom Engineering ,9,SR Engineering Company,Pune
23,Mechanical,roads,110,180,1280,2015-02-08,1,10,VCC Engineering Company,2,Treknocom Engineering ,Pune
8,Electronics,Regulator,70,90,1282,2015-02-08,3,3,Deccan Mechanical,9,SR Engineering Company,Pune
4,Electronics,Grinder,525,800,1283,2015-02-08,3,10,VCC Engineering Company,5,Premier Engineering,Pune
9,Electronics,Adapter,70,125,1283,2015-02-08,2,10,VCC Engineering Company,5,Premier Engineering,Pune
3,Electronics,Electric Soldering ,90,170,1283,2015-02-08,1,10,VCC Engineering Company,5,Premier Engineering,Pune
26,Mechanical,clips,110,180,1283,2015-02-08,2,10,VCC Engineering Company,5,Premier Engineering,Pune
30,Mechanical,Hammer,110,180,1283,2015-02-08,3,10,VCC Engineering Company,5,Premier Engineering,Pune
6,Electronics,Welding Machine,3500,6000,1283,2015-02-08,2,10,VCC Engineering Company,5,Premier Engineering,Pune
4,Electronics,Grinder,525,800,1284,2015-02-08,3,8,Altran India,4,Ultra Engineering Corporation,Pune
9,Electronics,Adapter,70,125,1284,2015-02-08,3,8,Altran India,4,Ultra Engineering Corporation,Pune
6,Electronics,Welding Machine,3500,6000,1284,2015-02-08,2,8,Altran India,4,Ultra Engineering Corporation,Pune
10,Electronics,Switch Box,105,170,1284,2015-02-08,3,8,Altran India,4,Ultra Engineering Corporation,Pune
30,Mechanical,Hammer,110,180,1284,2015-02-08,1,8,Altran India,4,Ultra Engineering Corporation,Pune
11,Electronics,Switch Board,130,200,1284,2015-02-08,1,8,Altran India,4,Ultra Engineering Corporation,Pune
23,Mechanical,roads,110,180,1284,2015-02-08,1,8,Altran India,4,Ultra Engineering Corporation,Pune
20,Mechanical,Drilling bits,110,180,1284,2015-02-08,1,8,Altran India,4,Ultra Engineering Corporation,Pune
32,Mechanical,Iron Vice,110,180,1287,2015-02-08,3,4,Ultra Engineering Corporation,7,CADEM Engineering,Pune
1,Electronics,Wires and Cables,110,180,1287,2015-02-08,3,4,Ultra Engineering Corporation,7,CADEM Engineering,Pune
34,Mechanical,Gear Box,110,180,1287,2015-02-08,3,4,Ultra Engineering Corporation,7,CADEM Engineering,Pune
31,Mechanical,Spanner Set ,110,180,1287,2015-02-08,2,4,Ultra Engineering Corporation,7,CADEM Engineering,Pune
12,Electronics,Batteries,300,650,1288,2015-02-08,2,5,Premier Engineering,6,Technomech,Pune
18,Mechanical,Crimping,110,180,1288,2015-02-08,1,5,Premier Engineering,6,Technomech,Pune
26,Mechanical,clips,110,180,1289,2015-02-08,1,10,VCC Engineering Company,8,Altran India,Pune
24,Mechanical,metal plates,110,180,1289,2015-02-08,2,10,VCC Engineering Company,8,Altran India,Pune
9,Electronics,Adapter,70,125,1289,2015-02-08,2,10,VCC Engineering Company,8,Altran India,Pune
11,Electronics,Switch Board,130,200,1289,2015-02-08,2,10,VCC Engineering Company,8,Altran India,Pune
26,Mechanical,clips,110,180,1292,2015-02-08,3,5,Premier Engineering,1,Jvc Engineering Company,Pune
21,Mechanical,Screw,110,180,1294,2015-02-08,3,10,VCC Engineering Company,3,Deccan Mechanical,Pune
14,Electronics,DC Motor,80,150,1294,2015-02-08,3,10,VCC Engineering Company,3,Deccan Mechanical,Pune
12,Electronics,Batteries,300,650,1295,2015-02-08,1,9,SR Engineering Company,10,VCC Engineering Company,Pune
26,Mechanical,clips,110,180,1298,2015-02-08,2,4,Ultra Engineering Corporation,5,Premier Engineering,Pune
17,Mechanical,Socket,110,180,1298,2015-02-08,2,4,Ultra Engineering Corporation,5,Premier Engineering,Pune
24,Mechanical,metal plates,110,180,1298,2015-02-08,1,4,Ultra Engineering Corporation,5,Premier Engineering,Pune
21,Mechanical,Screw,110,180,1298,2015-02-08,2,4,Ultra Engineering Corporation,5,Premier Engineering,Pune
9,Electronics,Adapter,70,125,1298,2015-02-08,3,4,Ultra Engineering Corporation,5,Premier Engineering,Pune
30,Mechanical,Hammer,110,180,1298,2015-02-08,2,4,Ultra Engineering Corporation,5,Premier Engineering,Pune
4,Electronics,Grinder,525,800,1298,2015-02-08,2,4,Ultra Engineering Corporation,5,Premier Engineering,Pune
23,Mechanical,roads,110,180,1298,2015-02-08,2,4,Ultra Engineering Corporation,5,Premier Engineering,Pune
26,Mechanical,clips,110,180,1299,2015-02-08,1,2,Treknocom Engineering ,4,Ultra Engineering Corporation,Pune
13,Electronics,AC Motor,1800,2500,1299,2015-02-08,1,2,Treknocom Engineering ,4,Ultra Engineering Corporation,Pune
8,Electronics,Regulator,70,90,1299,2015-02-08,1,2,Treknocom Engineering ,4,Ultra Engineering Corporation,Pune
24,Mechanical,metal plates,110,180,1299,2015-02-08,3,2,Treknocom Engineering ,4,Ultra Engineering Corporation,Pune
19,Mechanical,Nut bolts,110,180,1301,2015-02-08,2,3,Deccan Mechanical,7,CADEM Engineering,Pune
26,Mechanical,clips,110,180,1302,2015-02-08,3,5,Premier Engineering,4,Ultra Engineering Corporation,Pune
23,Mechanical,roads,110,180,1302,2015-02-08,3,5,Premier Engineering,4,Ultra Engineering Corporation,Pune
11,Electronics,Switch Board,130,200,1304,2015-02-08,2,2,Treknocom Engineering ,5,Premier Engineering,Pune
12,Electronics,Batteries,300,650,1306,2015-02-08,3,1,Jvc Engineering Company,10,VCC Engineering Company,Pune
25,Mechanical,boxes,110,180,1306,2015-02-08,2,1,Jvc Engineering Company,10,VCC Engineering Company,Pune
24,Mechanical,metal plates,110,180,1306,2015-02-08,1,1,Jvc Engineering Company,10,VCC Engineering Company,Pune
15,Electronics,Exhaust Fan,275,399,1306,2015-02-08,3,1,Jvc Engineering Company,10,VCC Engineering Company,Pune
5,Electronics,Jigsaw,850,1200,1306,2015-02-08,1,1,Jvc Engineering Company,10,VCC Engineering Company,Pune
30,Mechanical,Hammer,110,180,1308,2015-02-09,1,5,Premier Engineering,1,Jvc Engineering Company,Pune
8,Electronics,Regulator,70,90,1308,2015-02-09,1,5,Premier Engineering,1,Jvc Engineering Company,Pune
14,Electronics,DC Motor,80,150,1308,2015-02-09,2,5,Premier Engineering,1,Jvc Engineering Company,Pune
17,Mechanical,Socket,110,180,1308,2015-02-09,2,5,Premier Engineering,1,Jvc Engineering Company,Pune
23,Mechanical,roads,110,180,1308,2015-02-09,2,5,Premier Engineering,1,Jvc Engineering Company,Pune
10,Electronics,Switch Box,105,170,1308,2015-02-09,1,5,Premier Engineering,1,Jvc Engineering Company,Pune
31,Mechanical,Spanner Set ,110,180,1308,2015-02-09,2,5,Premier Engineering,1,Jvc Engineering Company,Pune
19,Mechanical,Nut bolts,110,180,1308,2015-02-09,2,5,Premier Engineering,1,Jvc Engineering Company,Pune
18,Mechanical,Crimping,110,180,1309,2015-02-09,3,7,CADEM Engineering,10,VCC Engineering Company,Pune
21,Mechanical,Screw,110,180,1309,2015-02-09,3,7,CADEM Engineering,10,VCC Engineering Company,Pune
14,Electronics,DC Motor,80,150,1309,2015-02-09,3,7,CADEM Engineering,10,VCC Engineering Company,Pune
6,Electronics,Welding Machine,3500,6000,1309,2015-02-09,2,7,CADEM Engineering,10,VCC Engineering Company,Pune
32,Mechanical,Iron Vice,110,180,1309,2015-02-09,1,7,CADEM Engineering,10,VCC Engineering Company,Pune
13,Electronics,AC Motor,1800,2500,1309,2015-02-09,2,7,CADEM Engineering,10,VCC Engineering Company,Pune
31,Mechanical,Spanner Set ,110,180,1309,2015-02-09,1,7,CADEM Engineering,10,VCC Engineering Company,Pune
30,Mechanical,Hammer,110,180,1309,2015-02-09,2,7,CADEM Engineering,10,VCC Engineering Company,Pune
28,Mechanical,Circular Saw Blades,110,180,1311,2015-02-09,3,8,Altran India,10,VCC Engineering Company,Pune
18,Mechanical,Crimping,110,180,1311,2015-02-09,2,8,Altran India,10,VCC Engineering Company,Pune
9,Electronics,Adapter,70,125,1311,2015-02-09,3,8,Altran India,10,VCC Engineering Company,Pune
17,Mechanical,Socket,110,180,1311,2015-02-09,3,8,Altran India,10,VCC Engineering Company,Pune
16,Electronics,Air Blower,350,600,1312,2015-02-09,3,10,VCC Engineering Company,6,Technomech,Pune
30,Mechanical,Hammer,110,180,1313,2015-02-09,1,7,CADEM Engineering,2,Treknocom Engineering ,Pune
24,Mechanical,metal plates,110,180,1313,2015-02-09,3,7,CADEM Engineering,2,Treknocom Engineering ,Pune
8,Electronics,Regulator,70,90,1315,2015-02-09,1,4,Ultra Engineering Corporation,2,Treknocom Engineering ,Pune
7,Electronics,Cutter,880,1470,1319,2015-02-09,3,9,SR Engineering Company,8,Altran India,Pune
25,Mechanical,boxes,110,180,1319,2015-02-09,1,9,SR Engineering Company,8,Altran India,Pune
16,Electronics,Air Blower,350,600,1319,2015-02-09,3,9,SR Engineering Company,8,Altran India,Pune
23,Mechanical,roads,110,180,1321,2015-02-09,2,7,CADEM Engineering,10,VCC Engineering Company,Pune
6,Electronics,Welding Machine,3500,6000,1321,2015-02-09,1,7,CADEM Engineering,10,VCC Engineering Company,Pune
10,Electronics,Switch Box,105,170,1321,2015-02-09,3,7,CADEM Engineering,10,VCC Engineering Company,Pune
13,Electronics,AC Motor,1800,2500,1321,2015-02-09,2,7,CADEM Engineering,10,VCC Engineering Company,Pune
1,Electronics,Wires and Cables,110,180,1321,2015-02-09,1,7,CADEM Engineering,10,VCC Engineering Company,Pune
8,Electronics,Regulator,70,90,1321,2015-02-09,2,7,CADEM Engineering,10,VCC Engineering Company,Pune
32,Mechanical,Iron Vice,110,180,1322,2015-02-09,3,2,Treknocom Engineering ,5,Premier Engineering,Pune
4,Electronics,Grinder,525,800,1322,2015-02-09,1,2,Treknocom Engineering ,5,Premier Engineering,Pune
17,Mechanical,Socket,110,180,1322,2015-02-09,1,2,Treknocom Engineering ,5,Premier Engineering,Pune
26,Mechanical,clips,110,180,1322,2015-02-09,3,2,Treknocom Engineering ,5,Premier Engineering,Pune
17,Mechanical,Socket,110,180,1324,2015-02-09,2,9,SR Engineering Company,7,CADEM Engineering,Pune
33,Mechanical,Pliers,110,180,1324,2015-02-09,2,9,SR Engineering Company,7,CADEM Engineering,Pune
29,Mechanical,Aluminum Ladder,110,180,1324,2015-02-09,1,9,SR Engineering Company,7,CADEM Engineering,Pune
13,Electronics,AC Motor,1800,2500,1326,2015-02-09,1,9,SR Engineering Company,6,Technomech,Pune
29,Mechanical,Aluminum Ladder,110,180,1326,2015-02-09,2,9,SR Engineering Company,6,Technomech,Pune
18,Mechanical,Crimping,110,180,1326,2015-02-09,3,9,SR Engineering Company,6,Technomech,Pune
34,Mechanical,Gear Box,110,180,1328,2015-02-09,1,4,Ultra Engineering Corporation,10,VCC Engineering Company,Pune
31,Mechanical,Spanner Set ,110,180,1328,2015-02-09,3,4,Ultra Engineering Corporation,10,VCC Engineering Company,Pune
3,Electronics,Electric Soldering ,90,170,1331,2015-02-09,1,5,Premier Engineering,9,SR Engineering Company,Pune
22,Mechanical,Screwdriver Kit,110,180,1331,2015-02-09,3,5,Premier Engineering,9,SR Engineering Company,Pune
7,Electronics,Cutter,880,1470,1331,2015-02-09,1,5,Premier Engineering,9,SR Engineering Company,Pune
29,Mechanical,Aluminum Ladder,110,180,1331,2015-02-09,3,5,Premier Engineering,9,SR Engineering Company,Pune
29,Mechanical,Aluminum Ladder,110,180,1332,2015-02-09,3,4,Ultra Engineering Corporation,10,VCC Engineering Company,Pune
34,Mechanical,Gear Box,110,180,1332,2015-02-09,1,4,Ultra Engineering Corporation,10,VCC Engineering Company,Pune
11,Electronics,Switch Board,130,200,1332,2015-02-09,1,4,Ultra Engineering Corporation,10,VCC Engineering Company,Pune
32,Mechanical,Iron Vice,110,180,1332,2015-02-09,2,4,Ultra Engineering Corporation,10,VCC Engineering Company,Pune
24,Mechanical,metal plates,110,180,1332,2015-02-09,2,4,Ultra Engineering Corporation,10,VCC Engineering Company,Pune
29,Mechanical,Aluminum Ladder,110,180,1333,2015-02-09,2,4,Ultra Engineering Corporation,2,Treknocom Engineering ,Pune
13,Electronics,AC Motor,1800,2500,1333,2015-02-09,1,4,Ultra Engineering Corporation,2,Treknocom Engineering ,Pune
33,Mechanical,Pliers,110,180,1333,2015-02-09,1,4,Ultra Engineering Corporation,2,Treknocom Engineering ,Pune
19,Mechanical,Nut bolts,110,180,1333,2015-02-09,3,4,Ultra Engineering Corporation,2,Treknocom Engineering ,Pune
10,Electronics,Switch Box,105,170,1333,2015-02-09,1,4,Ultra Engineering Corporation,2,Treknocom Engineering ,Pune
28,Mechanical,Circular Saw Blades,110,180,1333,2015-02-09,3,4,Ultra Engineering Corporation,2,Treknocom Engineering ,Pune
24,Mechanical,metal plates,110,180,1336,2015-02-09,2,7,CADEM Engineering,6,Technomech,Pune
28,Mechanical,Circular Saw Blades,110,180,1339,2015-02-09,1,3,Deccan Mechanical,4,Ultra Engineering Corporation,Pune
32,Mechanical,Iron Vice,110,180,1339,2015-02-09,2,3,Deccan Mechanical,4,Ultra Engineering Corporation,Pune
26,Mechanical,clips,110,180,1339,2015-02-09,1,3,Deccan Mechanical,4,Ultra Engineering Corporation,Pune
25,Mechanical,boxes,110,180,1339,2015-02-09,3,3,Deccan Mechanical,4,Ultra Engineering Corporation,Pune
4,Electronics,Grinder,525,800,1339,2015-02-09,3,3,Deccan Mechanical,4,Ultra Engineering Corporation,Pune
8,Electronics,Regulator,70,90,1339,2015-02-09,3,3,Deccan Mechanical,4,Ultra Engineering Corporation,Pune
7,Electronics,Cutter,880,1470,1339,2015-02-09,3,3,Deccan Mechanical,4,Ultra Engineering Corporation,Pune
14,Electronics,DC Motor,80,150,1339,2015-02-09,1,3,Deccan Mechanical,4,Ultra Engineering Corporation,Pune
13,Electronics,AC Motor,1800,2500,1341,2015-02-09,3,5,Premier Engineering,4,Ultra Engineering Corporation,Pune
18,Mechanical,Crimping,110,180,1341,2015-02-09,2,5,Premier Engineering,4,Ultra Engineering Corporation,Pune
2,Electronics,Drilling machine,550,800,1341,2015-02-09,1,5,Premier Engineering,4,Ultra Engineering Corporation,Pune
28,Mechanical,Circular Saw Blades,110,180,1342,2015-02-10,3,5,Premier Engineering,3,Deccan Mechanical,Pune
5,Electronics,Jigsaw,850,1200,1342,2015-02-10,3,5,Premier Engineering,3,Deccan Mechanical,Pune
15,Electronics,Exhaust Fan,275,399,1342,2015-02-10,1,5,Premier Engineering,3,Deccan Mechanical,Pune
16,Electronics,Air Blower,350,600,1342,2015-02-10,1,5,Premier Engineering,3,Deccan Mechanical,Pune
9,Electronics,Adapter,70,125,1344,2015-02-10,2,7,CADEM Engineering,5,Premier Engineering,Pune
20,Mechanical,Drilling bits,110,180,1344,2015-02-10,1,7,CADEM Engineering,5,Premier Engineering,Pune
25,Mechanical,boxes,110,180,1344,2015-02-10,3,7,CADEM Engineering,5,Premier Engineering,Pune
12,Electronics,Batteries,300,650,1344,2015-02-10,3,7,CADEM Engineering,5,Premier Engineering,Pune
29,Mechanical,Aluminum Ladder,110,180,1344,2015-02-10,1,7,CADEM Engineering,5,Premier Engineering,Pune
15,Electronics,Exhaust Fan,275,399,1344,2015-02-10,2,7,CADEM Engineering,5,Premier Engineering,Pune
34,Mechanical,Gear Box,110,180,1344,2015-02-10,1,7,CADEM Engineering,5,Premier Engineering,Pune
32,Mechanical,Iron Vice,110,180,1344,2015-02-10,2,7,CADEM Engineering,5,Premier Engineering,Pune
27,Mechanical,Saw Blades,110,180,1346,2015-02-10,3,1,Jvc Engineering Company,8,Altran India,Pune
17,Mechanical,Socket,110,180,1346,2015-02-10,1,1,Jvc Engineering Company,8,Altran India,Pune
28,Mechanical,Circular Saw Blades,110,180,1346,2015-02-10,2,1,Jvc Engineering Company,8,Altran India,Pune
21,Mechanical,Screw,110,180,1346,2015-02-10,3,1,Jvc Engineering Company,8,Altran India,Pune
16,Electronics,Air Blower,350,600,1346,2015-02-10,2,1,Jvc Engineering Company,8,Altran India,Pune
12,Electronics,Batteries,300,650,1346,2015-02-10,1,1,Jvc Engineering Company,8,Altran India,Pune
18,Mechanical,Crimping,110,180,1347,2015-02-10,1,8,Altran India,2,Treknocom Engineering ,Pune
31,Mechanical,Spanner Set ,110,180,1347,2015-02-10,3,8,Altran India,2,Treknocom Engineering ,Pune
16,Electronics,Air Blower,350,600,1347,2015-02-10,1,8,Altran India,2,Treknocom Engineering ,Pune
29,Mechanical,Aluminum Ladder,110,180,1347,2015-02-10,2,8,Altran India,2,Treknocom Engineering ,Pune
10,Electronics,Switch Box,105,170,1347,2015-02-10,1,8,Altran India,2,Treknocom Engineering ,Pune
15,Electronics,Exhaust Fan,275,399,1347,2015-02-10,2,8,Altran India,2,Treknocom Engineering ,Pune
27,Mechanical,Saw Blades,110,180,1347,2015-02-10,2,8,Altran India,2,Treknocom Engineering ,Pune
22,Mechanical,Screwdriver Kit,110,180,1347,2015-02-10,1,8,Altran India,2,Treknocom Engineering ,Pune
1,Electronics,Wires and Cables,110,180,1348,2015-02-10,3,8,Altran India,4,Ultra Engineering Corporation,Pune
27,Mechanical,Saw Blades,110,180,1348,2015-02-10,3,8,Altran India,4,Ultra Engineering Corporation,Pune
34,Mechanical,Gear Box,110,180,1348,2015-02-10,3,8,Altran India,4,Ultra Engineering Corporation,Pune
19,Mechanical,Nut bolts,110,180,1351,2015-02-10,3,1,Jvc Engineering Company,9,SR Engineering Company,Pune
21,Mechanical,Screw,110,180,1353,2015-02-10,3,5,Premier Engineering,1,Jvc Engineering Company,Pune
5,Electronics,Jigsaw,850,1200,1353,2015-02-10,2,5,Premier Engineering,1,Jvc Engineering Company,Pune
34,Mechanical,Gear Box,110,180,1353,2015-02-10,3,5,Premier Engineering,1,Jvc Engineering Company,Pune
23,Mechanical,roads,110,180,1353,2015-02-10,1,5,Premier Engineering,1,Jvc Engineering Company,Pune
28,Mechanical,Circular Saw Blades,110,180,1353,2015-02-10,1,5,Premier Engineering,1,Jvc Engineering Company,Pune
3,Electronics,Electric Soldering ,90,170,1353,2015-02-10,1,5,Premier Engineering,1,Jvc Engineering Company,Pune
3,Electronics,Electric Soldering ,90,170,1355,2015-02-10,1,2,Treknocom Engineering ,5,Premier Engineering,Pune
31,Mechanical,Spanner Set ,110,180,1355,2015-02-10,2,2,Treknocom Engineering ,5,Premier Engineering,Pune
27,Mechanical,Saw Blades,110,180,1355,2015-02-10,2,2,Treknocom Engineering ,5,Premier Engineering,Pune
12,Electronics,Batteries,300,650,1355,2015-02-10,2,2,Treknocom Engineering ,5,Premier Engineering,Pune
24,Mechanical,metal plates,110,180,1357,2015-02-10,2,8,Altran India,9,SR Engineering Company,Pune
10,Electronics,Switch Box,105,170,1357,2015-02-10,2,8,Altran India,9,SR Engineering Company,Pune
21,Mechanical,Screw,110,180,1357,2015-02-10,3,8,Altran India,9,SR Engineering Company,Pune
34,Mechanical,Gear Box,110,180,1357,2015-02-10,3,8,Altran India,9,SR Engineering Company,Pune
27,Mechanical,Saw Blades,110,180,1359,2015-02-10,2,4,Ultra Engineering Corporation,6,Technomech,Pune
17,Mechanical,Socket,110,180,1359,2015-02-10,3,4,Ultra Engineering Corporation,6,Technomech,Pune
20,Mechanical,Drilling bits,110,180,1359,2015-02-10,3,4,Ultra Engineering Corporation,6,Technomech,Pune
31,Mechanical,Spanner Set ,110,180,1359,2015-02-10,1,4,Ultra Engineering Corporation,6,Technomech,Pune
3,Electronics,Electric Soldering ,90,170,1359,2015-02-10,2,4,Ultra Engineering Corporation,6,Technomech,Pune
16,Electronics,Air Blower,350,600,1359,2015-02-10,1,4,Ultra Engineering Corporation,6,Technomech,Pune
8,Electronics,Regulator,70,90,1359,2015-02-10,2,4,Ultra Engineering Corporation,6,Technomech,Pune
27,Mechanical,Saw Blades,110,180,1360,2015-02-10,1,6,Technomech,4,Ultra Engineering Corporation,Pune
19,Mechanical,Nut bolts,110,180,1362,2015-02-10,3,3,Deccan Mechanical,10,VCC Engineering Company,Pune
20,Mechanical,Drilling bits,110,180,1362,2015-02-10,3,3,Deccan Mechanical,10,VCC Engineering Company,Pune
2,Electronics,Drilling machine,550,800,1362,2015-02-10,2,3,Deccan Mechanical,10,VCC Engineering Company,Pune
16,Electronics,Air Blower,350,600,1362,2015-02-10,3,3,Deccan Mechanical,10,VCC Engineering Company,Pune
6,Electronics,Welding Machine,3500,6000,1362,2015-02-10,3,3,Deccan Mechanical,10,VCC Engineering Company,Pune
2,Electronics,Drilling machine,550,800,1365,2015-02-10,3,2,Treknocom Engineering ,5,Premier Engineering,Pune
27,Mechanical,Saw Blades,110,180,1365,2015-02-10,2,2,Treknocom Engineering ,5,Premier Engineering,Pune
26,Mechanical,clips,110,180,1365,2015-02-10,2,2,Treknocom Engineering ,5,Premier Engineering,Pune
31,Mechanical,Spanner Set ,110,180,1365,2015-02-10,2,2,Treknocom Engineering ,5,Premier Engineering,Pune
